PLAYER_ID,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS
203507,2014-15,00,1610612749,MIL,20.0,6,6,201,26,71,0.366,0,1,0.0,17,23,0.739,12,30,42,16,3,9,11,18,69
203507,2016-17,00,1610612749,MIL,22.0,6,6,243,60,112,0.536,4,10,0.4,25,46,0.543,10,47,57,24,13,10,20,21,149
203507,2017-18,00,1610612749,MIL,23.0,7,7,280,69,121,0.57,4,14,0.286,38,55,0.691,8,59,67,44,10,6,17,28,180
203507,2018-19,00,1610612749,MIL,24.0,15,15,514,129,261,0.494,18,55,0.327,107,168,0.637,36,147,183,73,18,30,50,48,383
203507,2019-20,00,1610612749,MIL,25.0,9,9,277,90,161,0.559,13,40,0.325,47,81,0.58,27,97,124,51,6,8,30,31,240
203507,2020-21,00,1610612749,MIL,26.0,21,21,800,250,439,0.569,13,70,0.186,121,206,0.587,59,210,269,108,21,25,64,61,634
