PLAYER_ID,LEAGUE_ID,TEAM_ID,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS
203507,00,0,648,583,21090,5099,9553,0.534,442,1528,0.289,3437,4789,0.718,1101,4949,6050,2977,755,845,1852,1949,14077
