PLAYER_ID,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS
203507,2016-17,00,1610616833,EST,22.0,1,1,23,14,17,0.824,0,1,0.0,2,2,1.0,3,3,6,1,3,1,0,0,30
203507,2017-18,00,1610616834,STP,23.0,1,1,27,6,14,0.429,0,2,0.0,4,6,0.667,4,3,7,2,0,0,2,2,16
203507,2018-19,00,1610616833,GNS,24.0,1,1,27,17,23,0.739,2,6,0.333,2,2,1.0,4,7,11,5,1,0,3,2,38
203507,2019-20,00,1610616833,GNS,25.0,1,1,31,12,21,0.571,1,4,0.25,0,2,0.0,4,7,11,4,1,3,1,4,25
203507,2020-21,00,1610616834,LBN,26.0,1,1,19,16,16,1.0,3,3,1.0,0,0,0.0,3,4,7,3,1,1,3,1,35
203507,2021-22,00,1610616834,LBN,27.0,1,1,27,15,21,0.714,0,3,0.0,0,0,0.0,5,7,12,6,3,1,1,3,30
